community,year,temp_value,scenario,total_predicted_count,total_reference_count,total_excess_events,overall_weighted_excess,overall_risk_0_100,dominant_endpoint,dominant_endpoint_excess,dominant_endpoint_risk_0_100,temperature
ALBANY PARK,2019,40,steady_state_lag_window,11.827953884010595,10.761846604975087,1.0661072790355075,0.05043531841650337,0.8233102510257218,ems_calls,0.5392508934542004,2.9275620094912176,40
ALBANY PARK,2019,41,steady_state_lag_window,11.987134963589238,10.761846604975087,1.2252883586141496,0.058507385361844334,0.9258949863512309,ems_calls,0.5564140624855707,3.0039139654561695,41
ALBANY PARK,2019,42,steady_state_lag_window,12.20541840587385,10.761846604975087,1.443571800898762,0.0696230525855264,1.0671596448122243,death_renal,0.5937502563722762,0.45774157529381504,42
ALBANY PARK,2020,24,steady_state_lag_window,12.957824792474115,11.849605905324037,1.1082188871500782,0.05017416361701691,0.8199913370269016,ems_calls,0.7667014641792234,3.939397057462756,24
ALBANY PARK,2020,25,steady_state_lag_window,13.035716669764104,11.849605905324037,1.1861107644400672,0.05369655156741233,0.8647559850472748,ems_calls,0.8148707332376928,4.153682537218504,25
ALBANY PARK,2020,26,steady_state_lag_window,13.114619444020237,11.849605905324037,1.2650135386961991,0.05726439915813529,0.9100983618207137,ems_calls,0.8633971946683578,4.36955702050985,26
ALBANY PARK,2020,27,steady_state_lag_window,13.19454932180233,11.849605905324037,1.344943416478293,0.0608783955342486,0.9560272254217418,ems_calls,0.9122834971805487,4.587032290366941,27
ALBANY PARK,2020,28,steady_state_lag_window,13.275644296038756,11.849605905324037,1.4260383907147183,0.06454568888822328,1.0026334194270619,ems_calls,0.9615323091246095,4.806120217194807,28
ALBANY PARK,2020,29,steady_state_lag_window,13.3582937264604,11.849605905324037,1.5086878211363621,0.06828676645078359,1.0501773080229015,ems_calls,1.011146318637853,5.026832759422647,29
ALBANY PARK,2020,30,steady_state_lag_window,13.443839864811293,11.849605905324037,1.5942339594872568,0.07215188795480863,1.0992976224573845,ems_calls,1.0611282337908845,5.249181964154773,30
ALBANY PARK,2020,31,steady_state_lag_window,13.482829033412832,11.849605905324037,1.6332231280887946,0.07484423664140256,1.1335136267705839,ems_calls,1.111480782735784,5.473179967829803,31
ALBANY PARK,2020,32,steady_state_lag_window,13.51817429632421,11.849605905324037,1.6685683910001725,0.0775460326799608,1.1678496937774336,ems_calls,1.1622067138547276,5.698838996881827,32
ALBANY PARK,2020,33,steady_state_lag_window,13.561559637024258,11.849605905324037,1.7119537317002214,0.08053942919541207,1.2058915969654531,ems_calls,1.2133087959102102,5.926171368408676,33
ALBANY PARK,2020,34,steady_state_lag_window,13.612619339396632,11.849605905324037,1.7630134340725945,0.0838135080338428,1.2475005817954319,ems_calls,1.2647898181961201,6.155189490843999,34
ALBANY PARK,2020,35,steady_state_lag_window,13.672021511306866,11.849605905324037,1.8224156059828291,0.0874101618295512,1.293209045338737,ems_calls,1.3166525906898068,6.38590586463375,35
ALBANY PARK,2020,36,steady_state_lag_window,13.740807528268029,11.849605905324037,1.8912016229439919,0.091389985013425,1.3437870584702638,ems_calls,1.3688999442057206,6.618333082919664,36
ALBANY PARK,2020,37,steady_state_lag_window,13.820526702994236,11.849605905324037,1.9709207976701995,0.09583927738090121,1.4003313714689063,ems_calls,1.421534730549877,6.852483832226409,37
ALBANY PARK,2020,38,steady_state_lag_window,13.913423833708201,11.849605905324037,2.0638179283841636,0.10087977846857353,1.4643891243949094,ems_calls,1.4745598226753671,7.088370893153392,38
ALBANY PARK,2020,39,steady_state_lag_window,14.022700084551694,11.849605905324037,2.1730941792276566,0.1066821904717785,1.5381297045497728,ems_calls,1.5279781148392289,7.3260071410726075,39
ALBANY PARK,2020,40,steady_state_lag_window,14.152875586963571,11.849605905324037,2.303269681639534,0.11348495771260318,1.6245834073753962,ems_calls,1.5817925227605203,7.565405546831848,40
ALBANY PARK,2020,41,steady_state_lag_window,14.310293163562617,11.849605905324037,2.460687258238581,0.12162034004602576,1.727972793154422,ems_calls,1.6360059837793184,7.806579177462021,41
ALBANY PARK,2020,42,steady_state_lag_window,14.503817859261268,11.849605905324037,2.654211953937231,0.13155060777217972,1.854172673965237,ems_calls,1.6906214570172606,8.049541196891335,42
ALBANY PARK,2021,24,steady_state_lag_window,11.980045807941156,11.62941701769699,0.35062879024416704,0.015855519603608276,0.3838491399062619,ems_calls,0.27051247187599614,1.7320541115659365,24
ALBANY PARK,2021,25,steady_state_lag_window,12.00276958706054,11.62941701769699,0.37335256936354966,0.016884805224337846,0.3969299274780052,ems_calls,0.28680806940318426,1.8045465948913841,25
ALBANY PARK,2021,26,steady_state_lag_window,12.02587009675603,11.62941701769699,0.3964530790590404,0.01793099248931016,0.4102255114225918,ems_calls,0.30314695212522214,1.877231636437581,26
ALBANY PARK,2021,27,steady_state_lag_window,12.049348370084546,11.62941701769699,0.4199313523875564,0.018994119071013178,0.42373637050490714,ems_calls,0.31952923501844577,1.950109747687467,27
ALBANY PARK,2021,28,steady_state_lag_window,12.073676247497833,11.62941701769699,0.444259229800842,0.02009922018325847,0.43778066744585875,ems_calls,0.33595503336457533,2.0231814414825107,28
ALBANY PARK,2021,29,steady_state_lag_window,12.100386746085029,11.62941701769699,0.4709697283880383,0.02132767592878562,0.4533926300779007,ems_calls,0.35242446275162465,2.0964472320267573,29
ALBANY PARK,2021,30,steady_state_lag_window,12.12911854415,11.62941701769699,0.49970152645301036,0.022643801159216097,0.4701187498354757,ems_calls,0.3689376390745389,2.1699076348896646,30
ALBANY PARK,2021,31,steady_state_lag_window,12.182732162701152,11.62941701769699,0.5533151450041616,0.024878991701108074,0.4985249104501885,ems_calls,0.3854946785361886,2.2435631670105254,31
ALBANY PARK,2021,32,steady_state_lag_window,12.250338334990145,11.62941701769699,0.6209213172931546,0.02773659060921576,0.5348410150662298,ems_calls,0.40209569764802655,2.317414346701388,32
ALBANY PARK,2021,33,steady_state_lag_window,12.32793101160518,11.62941701769699,0.6985139939081901,0.03109317811598407,0.5774985702265574,ems_calls,0.4187408132310608,2.391461693651388,33
ALBANY PARK,2021,34,steady_state_lag_window,12.420270366095366,11.62941701769699,0.7908533483983761,0.035194336531109045,0.6296185852601801,ems_calls,0.4354301424165792,2.465705728929968,34
ALBANY PARK,2021,35,steady_state_lag_window,12.538441905785225,11.62941701769699,0.9090248880882347,0.040612667199034926,0.6984780262483504,ems_calls,0.4521638026470125,2.54014697499072,35
ALBANY PARK,2021,36,steady_state_lag_window,12.702967185341121,11.62941701769699,1.0735501676441321,0.0484086242679016,0.7975537893625698,ems_calls,0.4689419116767146,2.6147859556748543,36
ALBANY PARK,2021,37,steady_state_lag_window,12.951885122874291,11.62941701769699,1.3224681051773008,0.06054834624013723,0.9518327582908258,ems_calls,0.485764587572846,2.689623196215131,37
ALBANY PARK,2021,38,steady_state_lag_window,13.355757417967382,11.62941701769699,1.7263404002703924,0.08067948817615199,1.2076715516618715,death_renal,0.706494757195022,0.5342549037262437,38
ALBANY PARK,2021,39,steady_state_lag_window,14.045530875599948,11.62941701769699,2.416113857902958,0.11557180164296496,1.6511042890419398,death_renal,1.3209833855433164,0.9512736487267119,39
ALBANY PARK,2021,40,steady_state_lag_window,15.26427288218517,11.62941701769699,3.6348558644881788,0.17779204156910536,2.441836933844502,death_renal,2.4619883870665857,1.7256093350574184,40
ALBANY PARK,2021,41,steady_state_lag_window,17.463235401614185,11.62941701769699,5.833818383917194,0.2906708153780771,3.876369032434806,death_renal,4.580648283183094,3.1634242110400304,41
ALBANY PARK,2021,42,steady_state_lag_window,21.480229766082058,11.62941701769699,9.850812748385067,0.4975251932851819,6.505200254005762,death_renal,8.514653611310175,5.833211557911547,42
ALBANY PARK,2022,24,steady_state_lag_window,14.700833582446345,13.757608495043947,0.9432250874023982,0.04356117573049652,0.735949465639667,ems_calls,0.8253410785871163,4.200260843683695,24
ALBANY PARK,2022,25,steady_state_lag_window,14.75713742240436,13.757608495043947,0.9995289273604139,0.04616331088888303,0.7690189815780047,ems_calls,0.87711352276893,4.430575383565155,25
ALBANY PARK,2022,26,steady_state_lag_window,14.81418859081593,13.757608495043947,1.0565800957719833,0.04879925057179757,0.8025181059704094,ems_calls,0.9292606447361234,4.662556712471303,26
ALBANY PARK,2022,27,steady_state_lag_window,14.871994335528516,13.757608495043947,1.1143858404845701,0.05146931169372382,0.8364508663588537,ems_calls,0.9817851560362447,4.896216892973955,27
ALBANY PARK,2022,28,steady_state_lag_window,14.930739230357098,13.757608495043947,1.1731307353131517,0.05418322488658622,0.8709409255309829,ems_calls,1.0346897878402954,5.131568074941682,28
ALBANY PARK,2022,29,steady_state_lag_window,14.990980650642772,13.757608495043947,1.2333721555988257,0.05697051376303955,0.906363487509577,ems_calls,1.0879772910848171,5.368622496171904,29
ALBANY PARK,2022,30,steady_state_lag_window,15.054707372279497,13.757608495043947,1.2970988772355514,0.059905811635792235,0.9436670378166842,ems_calls,1.1416504366149525,5.607392483027308,30
ALBANY PARK,2022,31,steady_state_lag_window,15.124318699081876,13.757608495043947,1.3667102040379298,0.06274764767639322,0.9797828183271284,ems_calls,1.1957120153283887,5.847890451076191,31
ALBANY PARK,2022,32,steady_state_lag_window,15.20039342040762,13.757608495043947,1.442784925363674,0.06582791211901719,1.0189286919576164,ems_calls,1.2501648383206545,6.0901289057388315,32
ALBANY PARK,2022,33,steady_state_lag_window,15.281482827446753,13.757608495043947,1.5238743324028068,0.06915781934247014,1.0612471778534236,ems_calls,1.305011737031207,6.334120442937364,33
ALBANY PARK,2022,34,steady_state_lag_window,15.36749615485,13.757608495043947,1.6098876598060539,0.0727315148790591,1.1066638738790346,ems_calls,1.3602555633905853,6.579877749750414,34
ALBANY PARK,2022,35,steady_state_lag_window,15.459558409897385,13.757608495043947,1.7019499148534385,0.07660594940435925,1.1559025438510837,ems_calls,1.415899189968905,6.8274136050736836,35
ALBANY PARK,2022,36,steady_state_lag_window,15.559204704863777,13.757608495043947,1.8015962098198317,0.08085921583144648,1.209955639996855,ems_calls,1.4719455101250238,7.076740880283531,36
ALBANY PARK,2022,37,steady_state_lag_window,15.668534250161196,13.757608495043947,1.910925755117251,0.08559850372289081,1.270185392458933,ems_calls,1.528397438156972,7.327872539906173,37
ALBANY PARK,2022,38,steady_state_lag_window,15.790422912355963,13.757608495043947,2.0328144173120175,0.09097108109591254,1.3384633727531081,ems_calls,1.5852579094537855,7.58082164229313,38
ALBANY PARK,2022,39,steady_state_lag_window,15.928816659820287,13.757608495043947,2.1712081647763415,0.09717945772478113,1.4173631982359927,ems_calls,1.6425298806478894,7.835601340299117,39
ALBANY PARK,2022,40,steady_state_lag_window,16.089136732923354,13.757608495043947,2.3315282378794073,0.10450232425052096,1.510426639044129,ems_calls,1.700216329768848,8.092224881966015,40
ALBANY PARK,2022,41,steady_state_lag_window,16.278839137675526,13.757608495043947,2.5212306426315805,0.11332346953953917,1.6225311174719366,ems_calls,1.7583202563981928,8.350705611211641,41
ALBANY PARK,2022,42,steady_state_lag_window,16.508187310620674,13.757608495043947,2.7505788155767266,0.12417171885104472,1.7603972664894765,ems_calls,1.8168446818257156,8.611056968525029,42
ARCHER HEIGHTS,2019,24,steady_state_lag_window,5.764051232410748,5.539145891339724,0.22490534107102308,0.010436308283516795,0.3149785070548509,ems_calls,0.15857457860875135,1.2340879677885932,24
ARCHER HEIGHTS,2019,25,steady_state_lag_window,5.775361134084877,5.539145891339724,0.2362152427451521,0.01096934429819159,0.32175265286591104,ems_calls,0.1682208211401819,1.2770001761133416,25
ARCHER HEIGHTS,2019,26,steady_state_lag_window,5.786829603049821,5.539145891339724,0.2476837117100961,0.011509851176419185,0.3286217429539954,ems_calls,0.1779032784135568,1.3200734890905679,26
ARCHER HEIGHTS,2019,27,steady_state_lag_window,5.7984595874164,5.539145891339724,0.2593136960766761,0.012057975132593508,0.3355876355005343,ems_calls,0.18762208638934608,1.363308511553086,27
ARCHER HEIGHTS,2019,28,steady_state_lag_window,5.810226146845034,5.539145891339724,0.27108025550531,0.012612381249008127,0.34263336555955765,ems_calls,0.19737738153838924,1.4067058506041359,28
ARCHER HEIGHTS,2019,29,steady_state_lag_window,5.82205063325081,5.539145891339724,0.2829047419110858,0.013168882514484193,0.3497057220469036,ems_calls,0.2071693008440243,1.4502661156268548,29
ARCHER HEIGHTS,2019,30,steady_state_lag_window,5.8337800617487074,5.539145891339724,0.29463417040898315,0.01372245616766528,0.35674087265693843,ems_calls,0.21699798180367402,1.4939899182913343,30
ARCHER HEIGHTS,2019,31,steady_state_lag_window,5.850927152691285,5.539145891339724,0.31178126135156053,0.01443460101443676,0.365791242421481,ems_calls,0.22686356243109929,1.5378778725646436,31
ARCHER HEIGHTS,2019,32,steady_state_lag_window,5.870069303186286,5.539145891339724,0.33092341184656116,0.015212247788671238,0.3756740505116226,ems_calls,0.23676618125816384,1.5819305947186812,32
ARCHER HEIGHTS,2019,33,steady_state_lag_window,5.889713243176732,5.539145891339724,0.3505673518370069,0.016008544206328704,0.3857938696111397,ems_calls,0.24670597733682254,1.626148703339019,33
ARCHER HEIGHTS,2019,34,steady_state_lag_window,5.90983018627815,5.539145891339724,0.37068429493842575,0.01682174575821311,0.3961285294363416,ems_calls,0.25668309024103886,1.6705328193334334,34
ARCHER HEIGHTS,2019,35,steady_state_lag_window,5.930434166963796,5.539145891339724,0.39128827562407137,0.017652312198774184,0.4066838728263497,ems_calls,0.2666976600688473,1.715083565941079,35
ARCHER HEIGHTS,2019,36,steady_state_lag_window,5.951539759458078,5.539145891339724,0.41239386811835366,0.01850072109567827,0.4174659690014746,ems_calls,0.27674982744416,1.7598015687405264,36
ARCHER HEIGHTS,2019,37,steady_state_lag_window,5.973162098638562,5.539145891339724,0.4340162072988376,0.019367468530057635,0.42848112246240966,ems_calls,0.286839733518927,1.8046874556593715,37
ARCHER HEIGHTS,2019,38,steady_state_lag_window,5.995316901773477,5.539145891339724,0.4561710104337531,0.02025306982560591,0.4397358822560191,ems_calls,0.29696751997493154,1.8497418569822233,38
ARCHER HEIGHTS,2019,39,steady_state_lag_window,6.0180204911288415,5.539145891339724,0.4788745997891168,0.021158060307738397,0.4512370516232096,ems_calls,0.30713332902593304,1.8949654053602356,39
ARCHER HEIGHTS,2019,40,steady_state_lag_window,6.04128981747944,5.539145891339724,0.5021439261397153,0.02208299609403179,0.462991698044318,ems_calls,0.3173373034195932,1.9403587358196768,40
ARCHER HEIGHTS,2019,41,steady_state_lag_window,6.0651424845604796,5.539145891339724,0.5259965932207554,0.023028454917260303,0.4750071636987554,ems_calls,0.3275795864394593,1.985922485770752,41
ARCHER HEIGHTS,2019,42,steady_state_lag_window,6.089596774497355,5.539145891339724,0.5504508831576314,0.023995036982363566,0.4872910763558765,ems_calls,0.3378603219070393,2.0316572950168346,42
ARCHER HEIGHTS,2020,24,steady_state_lag_window,7.502020000796465,6.790321395420793,0.7116986053756726,0.03243799696364234,0.5945893459203103,ems_calls,0.40750884791192377,2.341495249815803,24
ARCHER HEIGHTS,2020,25,steady_state_lag_window,7.55660480412086,6.790321395420793,0.7662834087000674,0.034918447196823035,0.6261124158331294,ems_calls,0.4334418209506472,2.456860495702146,25
ARCHER HEIGHTS,2020,26,steady_state_lag_window,7.611800928029666,6.790321395420793,0.8214795326088739,0.03742614064926471,0.6579817091427844,ems_calls,0.45960518730075783,2.5732506676923745,26
ARCHER HEIGHTS,2020,27,steady_state_lag_window,7.667615447150929,6.790321395420793,0.8772940517301365,0.039961398134541075,0.690201302943255,ems_calls,0.4860009938188852,2.6906748714188438,27
ARCHER HEIGHTS,2020,28,steady_state_lag_window,7.723976511935681,6.790321395420793,0.9336551165148882,0.042520347849668766,0.7227219920078046,ems_calls,0.5126313055463205,2.80914229341007,28
ARCHER HEIGHTS,2020,29,steady_state_lag_window,7.780666652107271,6.790321395420793,0.9903452566864791,0.045091383902769046,0.7553962816049523,ems_calls,0.5394982058705748,2.928662201809437,29
ARCHER HEIGHTS,2020,30,steady_state_lag_window,7.837474877992839,6.790321395420793,1.047153482572046,0.047669501829908395,0.7881605719638413,ems_calls,0.5666037966882751,3.0492439470998534,30
ARCHER HEIGHTS,2020,31,steady_state_lag_window,7.902155258492735,6.790321395420793,1.1118338630719433,0.05066952342549912,0.8262866706989511,ems_calls,0.5939501985698055,3.170896962836178,31
ARCHER HEIGHTS,2020,32,steady_state_lag_window,7.9704697565913465,6.790321395420793,1.1801483611705539,0.05386550282520556,0.8669031203697382,ems_calls,0.6215395509250552,3.2936307663825612,32
ARCHER HEIGHTS,2020,33,steady_state_lag_window,8.040398291571554,6.790321395420793,1.2500768961507613,0.05715251582537195,0.908676480392254,ems_calls,0.6493740121707372,3.41745495965678,33
ARCHER HEIGHTS,2020,34,steady_state_lag_window,8.111971357836518,6.790321395420793,1.3216499624157265,0.060533610763292445,0.9516454908905114,ems_calls,0.6774557598994249,3.542379229882211,34
ARCHER HEIGHTS,2020,35,steady_state_lag_window,8.18529317735807,6.790321395420793,1.3949717819372769,0.06401581640140229,0.9958994776516936,ems_calls,0.7057869910498651,3.6684133503454874,35
ARCHER HEIGHTS,2020,36,steady_state_lag_window,8.260478640997205,6.790321395420793,1.4701572455764114,0.06760690020004709,1.0415371542852265,ems_calls,0.7343699220786544,3.795567181160212,36
ARCHER HEIGHTS,2020,37,steady_state_lag_window,8.337654446794986,6.790321395420793,1.5473330513741939,0.07131544784210597,1.08866763287005,ems_calls,0.763206789133958,3.9238506700397675,37
ARCHER HEIGHTS,2020,38,steady_state_lag_window,8.416960362550467,6.790321395420793,1.6266389671296742,0.07515095144665385,1.1374115450274782,ems_calls,0.7922998482302139,4.0532738530745,38
ARCHER HEIGHTS,2020,39,steady_state_lag_window,8.49855062621972,6.790321395420793,1.7082292307989277,0.07912390741892977,1.1879022854581016,ems_calls,0.8216513754247123,4.183846855517249,39
ARCHER HEIGHTS,2020,40,steady_state_lag_window,8.582595499145741,6.790321395420793,1.7922741037249479,0.08324592498724764,1.2402873912948482,ems_calls,0.8512636669956861,4.315579892575604,40
ARCHER HEIGHTS,2020,41,steady_state_lag_window,8.669282988769426,6.790321395420793,1.8789615933486334,0.08752984659231366,1.2947300720836366,ems_calls,0.8811390396218979,4.448483270210809,41
ARCHER HEIGHTS,2020,42,steady_state_lag_window,8.758820759288268,6.790321395420793,1.9684993638674753,0.09198988142163568,1.3514109068198537,ems_calls,0.9112798305639647,4.582567385944404,42
ARCHER HEIGHTS,2021,24,steady_state_lag_window,8.015717319570832,7.629402814228989,0.3863145053418443,0.017716463449882057,0.40749914593548814,ems_calls,0.25152678670767337,1.6475945228217657,24
ARCHER HEIGHTS,2021,25,steady_state_lag_window,8.042889104983667,7.629402814228989,0.4134862907546783,0.018960323375093697,0.4233068742501662,ems_calls,0.2669837507000632,1.7163562667597134,25
ARCHER HEIGHTS,2021,26,steady_state_lag_window,8.070474355308585,7.629402814228989,0.44107154107959584,0.020222702001132877,0.43934994947609146,ems_calls,0.28251648509831195,1.7854550824051652,26
ARCHER HEIGHTS,2021,27,steady_state_lag_window,8.098480420473939,7.629402814228989,0.4690776062449506,0.02150393888779902,0.4556326869456794,ems_calls,0.2981253613307038,1.854892622091437,27
ARCHER HEIGHTS,2021,28,steady_state_lag_window,8.126912976346144,7.629402814228989,0.49751016211715554,0.02280428238373092,0.4721582428244515,ems_calls,0.31381075264638136,1.9246705462521037,28
ARCHER HEIGHTS,2021,29,steady_state_lag_window,8.15577406576792,7.629402814228989,0.5263712515389315,0.024123785545361272,0.48892729138581786,ems_calls,0.3295730341240941,1.9947905234599155,29
ARCHER HEIGHTS,2021,30,steady_state_lag_window,8.186450706913215,7.629402814228989,0.5570478926842256,0.025520218456340803,0.5066740099825149,ems_calls,0.34541258268119224,2.0652542304668096,30
ARCHER HEIGHTS,2021,31,steady_state_lag_window,8.239588662181518,7.629402814228989,0.6101858479525302,0.02777335867481874,0.535308286002392,ems_calls,0.3613297770827857,2.1360633522446553,31
ARCHER HEIGHTS,2021,32,steady_state_lag_window,8.301094347569455,7.629402814228989,0.671691533340466,0.03035943376115255,0.5681737007790334,ems_calls,0.3773249979506663,2.2072195820249427,32
ARCHER HEIGHTS,2021,33,steady_state_lag_window,8.366322128383125,7.629402814228989,0.7369193141541356,0.03310342685897071,0.6030460336747822,ems_calls,0.393398627772402,2.2787246213392427,33
ARCHER HEIGHTS,2021,34,steady_state_lag_window,8.435534856412191,7.629402814228989,0.8061320421832034,0.03601670376702349,0.640069728171643,ems_calls,0.4095510509105589,2.350580180060228,34
ARCHER HEIGHTS,2021,35,steady_state_lag_window,8.509136485404317,7.629402814228989,0.879733671175329,0.03911782293193616,0.6794806362946296,ems_calls,0.42578265361188716,2.4227879764425415,35
ARCHER HEIGHTS,2021,36,steady_state_lag_window,8.587578385885601,7.629402814228989,0.9581755716566127,0.04242769637993722,0.7215445207895541,ems_calls,0.4420938240164336,2.4953497371633313,36
ARCHER HEIGHTS,2021,37,steady_state_lag_window,8.671365285980889,7.629402814228989,1.0419624717519003,0.045969904096694075,0.7665610504531507,ems_calls,0.4584849521670167,2.5682671973644027,37
ARCHER HEIGHTS,2021,38,steady_state_lag_window,8.761062003863444,7.629402814228989,1.1316591896344548,0.04977105226588145,0.8148683528466469,ems_calls,0.4749564300184006,2.64154210069303,38
ARCHER HEIGHTS,2021,39,steady_state_lag_window,8.857301084015482,7.629402814228989,1.2278982697864935,0.053861181750243424,0.8668482055214949,ems_calls,0.49150865144672196,2.7151761993438916,39
ARCHER HEIGHTS,2021,40,steady_state_lag_window,8.96079146638203,7.629402814228989,1.3313886521530416,0.05827423416964118,0.9229319592226226,ems_calls,0.5081420122589311,2.78917125410107,40
ARCHER HEIGHTS,2021,41,steady_state_lag_window,9.072328337099744,7.629402814228989,1.4429255228707552,0.06304858405564874,0.9836073008326363,ems_calls,0.5248569102022334,2.863529034380053,41
ARCHER HEIGHTS,2021,42,steady_state_lag_window,9.192804332232349,7.629402814228989,1.5634015180033605,0.06822764686721379,1.0494259804045691,ems_calls,0.541653744973595,2.938251318270022,42
ARCHER HEIGHTS,2022,24,steady_state_lag_window,8.678421052602916,8.897382439762138,-0.21896138715922225,-0.010135629993362396,0.05353780573801817,ems_gi,0.0720812503473883,34.78250278556079,24
ARCHER HEIGHTS,2022,25,steady_state_lag_window,8.659365926761946,8.897382439762138,-0.23801651300019272,-0.01098065345483449,0.04279873373502962,ems_gi,0.07720678246889048,35.057124941233006,25
ARCHER HEIGHTS,2022,26,steady_state_lag_window,8.641367888553068,8.897382439762138,-0.25601455120907096,-0.011781387729836668,0.032622515645736726,ems_gi,0.08244475295712611,35.337771460019255,26
ARCHER HEIGHTS,2022,27,steady_state_lag_window,8.624388533934953,8.897382439762138,-0.27299390582718486,-0.012539211566115968,0.0229916295053604,ems_gi,0.08779762836307922,35.62457449786594,27
ARCHER HEIGHTS,2022,28,steady_state_lag_window,8.60846248899306,8.897382439762138,-0.28891995076907734,-0.01325169854261964,0.013936911748133702,ems_gi,0.09326792934625988,35.917669109813595,28
ARCHER HEIGHTS,2022,29,steady_state_lag_window,8.593781185246929,8.897382439762138,-0.3036012545152092,-0.013908160925160635,0.005594188599264095,ems_gi,0.09885823186167347,36.21719331359377,29
ARCHER HEIGHTS,2022,30,steady_state_lag_window,8.58427094025281,8.897382439762138,-0.3131114995093272,-0.014348349855168958,0,ems_gi,0.10457116837282876,36.52328815462114,30
ARCHER HEIGHTS,2022,31,steady_state_lag_window,8.591646453354329,8.897382439762138,-0.30573598640780963,-0.013870725865093105,0.006069936106677744,ems_gi,0.11040942909137047,36.83609777241209,31
ARCHER HEIGHTS,2022,32,steady_state_lag_window,8.605857430500194,8.897382439762138,-0.2915250092619439,-0.01300190977112799,0.01711137935157013,ems_gi,0.11637576324388954,37.15576946845939,32
ARCHER HEIGHTS,2022,33,steady_state_lag_window,8.625378710690141,8.897382439762138,-0.27200372907199727,-0.011845681596219376,0.03180543009496207,ems_gi,0.12247298036652265,37.482453775595935,33
ARCHER HEIGHTS,2022,34,steady_state_lag_window,8.651287661132628,8.897382439762138,-0.24609477862951104,-0.010342118201240261,0.05091362802784498,ems_gi,0.12870395162797027,37.816304528881005,34
ARCHER HEIGHTS,2022,35,steady_state_lag_window,8.685612419304693,8.897382439762138,-0.21177002045744547,-0.008381458028036123,0.07583088977670895,ems_gi,0.1350716111815185,38.15747893804062,35
ARCHER HEIGHTS,2022,36,steady_state_lag_window,8.73172205875669,8.897382439762138,-0.16566038100544908,-0.0057838026809116415,0.10884347354937769,ems_gi,0.1415789575467244,38.50613766149719,36
