community,year,overall_structural_raw,n_endpoints,overall_structural_0_100,dominant_endpoint,dominant_endpoint_score
WEST PULLMAN,2021,0.00478202335608668,22,60.68962658157233,death_respiratory,76.5689074294869
WEST PULLMAN,2022,-2.466598949160515e-4,22,45.60154443653406,death_respiratory,70.28984405868516
WEST RIDGE,2019,5.629529053937516e-4,22,48.03071005047743,ed_injury,89.46172518870604
WEST RIDGE,2020,0.0016163431168382699,22,51.19130642287469,ed_injury,95.0062990714573
WEST RIDGE,2021,0.005878200969542386,22,63.97860245295451,ed_respiratory,77.40725535057524
WEST RIDGE,2022,0.00535772456430628,22,62.4169628815636,ed_respiratory,80.37861691763463
WEST TOWN,2019,0.0013504082152775384,22,50.39339423797402,ems_bleeding,69.08823542353349
WEST TOWN,2020,-4.012920358409731e-4,22,45.137585517651445,ed_injury,82.06281476289982
WEST TOWN,2021,0.003998665372568031,22,58.339236029146086,ems_syncope,71.02084799390049
WEST TOWN,2022,3.100087709813621e-4,22,47.2717754173687,ems_bleeding,69.18813968563177
WOODLAWN,2019,-0.0014190368331599976,22,42.08393979407703,ems_bleeding,69.04727166392837
WOODLAWN,2020,-0.003501447510841098,22,35.83586613417966,ed_injury,83.47761050265795
WOODLAWN,2021,0.0011391763224022238,22,49.75961318789115,death_respiratory,87.93413179006708
WOODLAWN,2022,-0.002449753164932414,22,38.99137422456861,death_respiratory,78.8182326523871
