community,year,overall_structural_raw,n_endpoints,overall_structural_0_100,dominant_endpoint,dominant_endpoint_score
BRIDGEPORT,2022,0.005883994304686899,22,63.9959847998217,ed_respiratory,100
BRIGHTON PARK,2019,-0.007243767406618974,22,24.607393951278006,death_respiratory,84.64614777321113
BRIGHTON PARK,2020,-0.007174901211025774,22,24.8140203710111,ems_injury,93.84948242983444
BRIGHTON PARK,2021,-0.0023240648299989774,22,39.368490027551545,death_respiratory,88.92131068073094
BRIGHTON PARK,2022,7.390960341058211e-4,22,48.55921062659978,ed_respiratory,89.49527182850996
BURNSIDE,2019,-0.0011855016612213592,22,42.78463969544052,ems_gi,99.99999999999999
BURNSIDE,2020,-1.7831408187369907e-5,22,46.28812238001433,ed_dehydration,100
BURNSIDE,2021,-0.01544512717017982,22,0,ems_cvd,100
BURNSIDE,2022,-0.007068854398888947,22,25.132203667288678,ems_cvd,98.6291207147101
CALUMET HEIGHTS,2019,-0.002986767556567685,22,37.38011400998956,ems_gi,92.46127428080139
CALUMET HEIGHTS,2020,-0.0039153064240952905,22,34.59412212924748,ems_gi,95.8271680700275
CALUMET HEIGHTS,2021,0.0015150824072652177,22,50.88748336863908,ems_bleeding,86.80602582795078
CALUMET HEIGHTS,2022,8.498406588960768e-4,22,48.89148925950504,ems_bleeding,90.49548034064748
CHATHAM,2019,0.0038964196279503314,22,58.032457471664884,death_renal,79.3085980212726
CHATHAM,2020,3.204056331989284e-4,22,47.30297020601601,ems_injury,90.02037324483912
CHATHAM,2021,0.004787670766286482,22,60.70657109462837,death_renal,72.8932901992993
CHATHAM,2022,-0.0017360930330580112,22,41.13264305298661,ems_bleeding,70.50911902437639
CHICAGO LAWN,2019,-0.004261120752708283,22,33.55653937913021,death_respiratory,94.08036957125537
CHICAGO LAWN,2020,-0.006324461637688449,22,27.365682804580807,death_respiratory,83.5119353588114
CHICAGO LAWN,2021,-0.001430325814374965,22,42.050068287878815,death_respiratory,99.99999999999999
CHICAGO LAWN,2022,-0.0014121247704027414,22,42.104678775927276,death_respiratory,85.28935009630368
CLEARING,2019,-0.006164093116046991,22,27.846853184027985,death_respiratory,90.56022630680003
CLEARING,2020,2.296246884347525e-4,22,47.03059068170755,death_respiratory,90.56291704029769
CLEARING,2021,0.007496139470061228,22,68.83307186034473,death_respiratory,99.08830984194654
CLEARING,2022,0.005183665032059906,22,61.89471393694443,death_respiratory,82.14081109456498
DOUGLAS,2019,-0.0020891037703342124,22,40.07346816838003,death_respiratory,80.87374155753673
DOUGLAS,2020,-0.003642555008938047,22,35.41248660989902,ems_injury,82.78002486853161
DOUGLAS,2021,8.68195772919624e-4,22,48.94656201997641,death_respiratory,87.35372826747793
DOUGLAS,2022,-0.005738998346999029,22,29.122309297423634,death_respiratory,76.59470545072676
DUNNING,2019,0.0022069406287641476,22,52.963337654473136,ed_respiratory,82.65716155513269
DUNNING,2020,2.3109009421461008e-4,22,47.03498749130535,ed_respiratory,87.92801582277782
DUNNING,2021,0.007647395267862728,22,69.28690038527463,ed_respiratory,86.38299594139767
DUNNING,2022,0.00444063650484964,22,59.66532805299165,ed_respiratory,86.3960267229066
EAST GARFIELD PARK,2019,0.0037255500514881703,22,57.519779683650526,death_renal,80.34108832983813
EAST GARFIELD PARK,2020,0.0024188635170416363,22,53.59919197003516,ed_injury,81.47876205717417
EAST GARFIELD PARK,2021,0.009131259358168671,22,73.73909237452833,death_renal,82.30770842007439
EAST GARFIELD PARK,2022,-0.0014202903622378867,22,42.080178700217196,ems_bleeding,90.7847420397727
EAST SIDE,2019,-0.005832077486991897,22,28.84303425859078,death_injury,65.01938700093083
EAST SIDE,2020,-0.006088630035385964,22,28.073272925160854,death_injury,69.71330231276617
EAST SIDE,2021,-0.0034463800621943796,22,36.001090736173374,death_respiratory,76.50559216071969
EAST SIDE,2022,-0.0020818864261706784,22,40.0951231178316,death_respiratory,74.16024926252672
EDGEWATER,2019,-5.062606091461719e-4,22,44.822637373649634,ems_bleeding,76.22424088693856
EDGEWATER,2020,-0.00147404586631753,22,41.91889046216008,ed_cvd,79.32224635957434
EDGEWATER,2021,0.004369600863883182,22,59.45219242033599,death_respiratory,78.265491711471455
EDGEWATER,2022,9.224700987924603e-4,22,49.10940693310007,ems_bleeding,75.02422700070143
EDISON PARK,2019,0.00522322143724881,22,62.01339913962321,ed_cvd,81.01831591422551
EDISON PARK,2020,0.002794266804032014,22,54.72555355395451,ed_injury,84.42753229645265
EDISON PARK,2021,0.00427629213804248,22,59.17222853117024,ems_respiratory,78.32097497387481
EDISON PARK,2022,-0.0031674412220983558,22,36.83801999235018,ed_cvd,78.52188811670872
ENGLEWOOD,2019,0.005111562170492438,22,61.67837621115799,death_renal,79.04928055878501
ENGLEWOOD,2020,0.004228229542783546,22,59.028021320420606,ems_injury,89.96593277526466
ENGLEWOOD,2021,0.00851479696929984,22,71.8894560585554,ems_neuro,77.17584079548197
ENGLEWOOD,2022,4.929481397198669e-4,22,47.82066746033792,ed_respiratory,79.90453623328247
FOREST GLEN,2019,0.003017001840900661,22,55.39384868512671,ems_gi,83.34447423274459
FOREST GLEN,2020,0.0034430676330552846,22,56.67221826029092,ed_cvd,90.67194879169796
FOREST GLEN,2021,0.007069302596847181,22,67.55238873036221,ed_cvd,79.87453805024266
FOREST GLEN,2022,0.004351529003722068,22,59.39796953593178,death_renal,79.92776447348605
FULLER PARK,2019,0.004682666298446506,22,60.3915152525151,ed_renal,81.26480758229417
FULLER PARK,2020,8.706274443335755e-4,22,48.95385801700229,ems_mental,92.41592332639563
FULLER PARK,2021,-3.1602741776309585e-4,22,45.39341383242307,ems_gi,80.55557154037076
FULLER PARK,2022,-0.009420326267567473,22,18.076837690659787,ems_mental,100
GAGE PARK,2019,-0.006523090690435295,22,26.769715368445716,death_respiratory,79.49213950469954
GAGE PARK,2020,-0.011950268067617243,22,10.485989789530732,ems_bleeding,76.63912836247935
GAGE PARK,2021,-0.004857887544421898,22,31.76599781479315,death_respiratory,82.23998132842328
GAGE PARK,2022,-0.0051888643129447305,22,30.772933741692892,ed_respiratory,74.35001249790805
GARFIELD RIDGE,2019,-0.0012683026231904296,22,42.536203344706266,ed_respiratory,71.80697305668089
GARFIELD RIDGE,2020,0.0027473351561026296,22,54.584739642277064,death_renal,72.95318473063315
GARFIELD RIDGE,2021,0.006540996054874982,22,65.96725558413587,ed_respiratory,81.01089768847898
GARFIELD RIDGE,2022,0.007367221070236828,22,68.44626455722624,ed_respiratory,86.84426764683917
GRAND BOULEVARD,2019,-0.00613996885164026,22,27.919235727308045,ems_bleeding,75.14325757708447
GRAND BOULEVARD,2020,-0.004486069152725764,22,32.88160326395892,ed_injury,77.79746543447276
GRAND BOULEVARD,2021,0.00654812100638324,22,65.98863331828021,death_renal,81.7231833302722
GRAND BOULEVARD,2022,-3.394912857722686e-4,22,45.323012745241414,ems_bleeding,78.28623920711262
GREATER GRAND CROSSING,2019,0.005878693719234924,22,63.98008090118178,death_renal,75.88289819853793
GREATER GRAND CROSSING,2020,0.0024412040318945276,22,53.66622254373368,ed_cvd,76.0348470286703
GREATER GRAND CROSSING,2021,0.004856568249880204,22,60.913291391008386,ems_syncope,74.81475174395234
GREATER GRAND CROSSING,2022,0.007706218171640735,22,69.46339287046652,ems_bleeding,75.2751547254123
HEGEWISCH,2019,0.006724423567745506,22,66.51761225678943,death_injury,88.6869201430186
HEGEWISCH,2020,0.0032471670900775635,22,56.084437456217394,ems_mental,79.93951469214777
HEGEWISCH,2021,0.008406224260740813,22,71.56369405214522,deaths,100
HEGEWISCH,2022,0.0062503932433952015,22,65.0953296996985,death_injury,100
HERMOSA,2019,-0.0034986804689152245,22,35.84416837828462,ems_bleeding,87.91365086788626
HERMOSA,2020,-0.003899746391744427,22,34.64080851504091,ems_bleeding,83.54891629781429
HERMOSA,2021,-2.729830097645306e-4,22,45.52256445324163,ems_bleeding,76.33149161210966
HERMOSA,2022,-0.0037908107321865995,22,34.96765952113772,ems_bleeding,71.35152203120015
HUMBOLDT PARK,2019,-0.0036904418517588657,22,35.26880672749581,ems_bleeding,76.59338378532387
HUMBOLDT PARK,2020,8.624221254680767e-4,22,48.929238744145096,ems_bleeding,78.20455116667334
HUMBOLDT PARK,2021,0.005285313149856784,22,62.19969937242638,ems_bleeding,76.41953425084257
HUMBOLDT PARK,2022,-5.548100871216283e-4,22,44.67696931797197,ems_bleeding,83.68631020556073
HYDE PARK,2019,0.004498275705383262,22,59.838268950045,death_cvd,100
HYDE PARK,2020,-0.004048358387188987,22,34.19491246570067,ed_injury,81.80639310434822
HYDE PARK,2021,0.0014716335879662694,22,50.75711935047256,death_cvd,85.17738279514734
HYDE PARK,2022,3.522988232646318e-4,22,47.398662666161066,death_cvd,82.30326324378267
IRVING PARK,2019,-0.0032907756628891612,22,36.46796682314471,death_respiratory,77.87967107801927
IRVING PARK,2020,-0.004292106165344383,22,33.463570618161185,ems_bleeding,84.30746539711834
IRVING PARK,2021,0.002189297622379677,22,52.91040150472435,ems_bleeding,70.30639442327163
IRVING PARK,2022,-2.73909088724582e-5,22,46.259440014392396,ems_bleeding,73.66804374182414
JEFFERSON PARK,2019,3.0585493358810845e-4,22,47.25931222637451,death_respiratory,81.47108704274324
JEFFERSON PARK,2020,0.0016635361061207632,22,51.332904464235156,ed_injury,87.07600525219465
JEFFERSON PARK,2021,0.00639964552794944,22,65.54314687514695,death_respiratory,81.2676488068607
JEFFERSON PARK,2022,7.8104424913685e-4,22,48.68507222547851,ed_respiratory,86.49706768175677
KENWOOD,2019,0.0014808036722323446,22,50.78463330945095,ed_cvd,78.39495721327661
KENWOOD,2020,0.0015398129185653635,22,50.96168489762005,ed_cvd,80.96491699307401
KENWOOD,2021,0.0031075501547716384,22,55.665530222735505,ed_cvd,70.10471054451607
KENWOOD,2022,0.0032890857250284927,22,56.21021030290074,ed_cvd,73.9441312654763
LAKE VIEW,2019,-0.008704765455024462,22,20.223809329262487,death_respiratory,85.27050134101843
LAKE VIEW,2020,-0.008594836324288958,22,20.55364115041352,ed_injury,87.61612127397113
LAKE VIEW,2021,-0.0032642359019036003,22,36.54759683240807,death_respiratory,90.42560304253843
LAKE VIEW,2022,-0.008351317367880246,22,21.284296440232378,death_respiratory,76.52047391491291
LINCOLN PARK,2019,-0.0029119535368108637,22,37.60458630608544,ed_injury,64.53609660117797
LINCOLN PARK,2020,-0.002923386198502115,22,37.57028370038848,ed_injury,75.36785655900721
LINCOLN PARK,2021,0.0018047619954884213,22,51.756639210176935,ems_syncope,77.4777853586967
LINCOLN PARK,2022,-0.0017595401482767906,22,41.06229223094695,death_renal,66.468267036703
LINCOLN SQUARE,2019,-0.004462250332208525,22,32.953069352122334,ems_bleeding,70.13971179771927
LINCOLN SQUARE,2020,-0.006019927560481116,22,28.27940811665956,ed_cvd,75.03491179882201
LINCOLN SQUARE,2021,0.0015338623252588465,22,50.94383071270941,death_cvd,74.47884621862482
LINCOLN SQUARE,2022,-0.0028570861431410034,22,37.76921066229438,ems_bleeding,69.6189991656716
LOGAN SQUARE,2019,1.865931851206254e-4,22,46.90147878015786,death_respiratory,73.3442331205376
LOGAN SQUARE,2020,-0.0025612131656021597,22,38.656949174898635,ems_injury,79.53021561726169
LOGAN SQUARE,2021,0.0019298019842758766,22,52.13180971268643,death_respiratory,75.28390971613581
LOGAN SQUARE,2022,-0.004572120389009772,22,32.62341477664938,ems_bleeding,75.2224602547362
LOOP,2019,-0.0031017686239886793,22,37.03506432890872,ed_cvd,81.02443844951266
LOOP,2020,-0.009696309319164277,22,17.24877699459177,ed_injury,86.22125499332631
LOOP,2021,-0.005039909079240212,22,31.21985964453615,ems_syncope,85.11399732556163
LOOP,2022,-0.002104146078954625,22,40.02833516302111,death_respiratory,72.66844317992837
LOWER WEST SIDE,2019,-0.0020795673467911622,22,40.102081293249,ems_bleeding,84.13549379134213
LOWER WEST SIDE,2020,-0.005702701506494963,22,29.231214488662612,ems_syncope,92.61947120664486
LOWER WEST SIDE,2021,-7.677623448887821e-4,22,44.0380264779111,ems_syncope,96.10178843902713
LOWER WEST SIDE,2022,-0.004891218749878597,22,31.665990727286985,ems_syncope,95.89239629626572
MCKINLEY PARK,2019,0.004872556204308663,22,60.96126171598353,ems_bleeding,81.34331443643991
MCKINLEY PARK,2020,0.0015679022003561053,22,51.045964095553096,ems_injury,89.8406827473058
MCKINLEY PARK,2021,0.009197167632649232,22,73.93684383545045,deaths,86.8867470493784
MCKINLEY PARK,2022,0.005973759670440999,22,64.26531717664365,ed_respiratory,97.50818987167662
MONTCLARE,2019,-0.0011372222487968026,22,42.92949744531582,ed_cvd,70.6577996195663
MONTCLARE,2020,-0.006805277574520772,22,25.923040667571478,ed_cvd,84.86850641510776
MONTCLARE,2021,8.147188433664478e-4,22,48.78610961808733,ed_cvd,76.90766847369463
MONTCLARE,2022,-5.308236680036631e-4,22,44.748938269674184,ed_cvd,75.81979659262792
MORGAN PARK,2019,0.007855366767220947,22,69.91089893708597,death_renal,89.17363826471622
MORGAN PARK,2020,0.010202752153007784,22,76.95400381344734,death_renal,85.64605367152568
MORGAN PARK,2021,0.016742905113734115,22,96.57710596307615,death_renal,100
MORGAN PARK,2022,0.011244868337265857,22,80.08077354777578,death_renal,91.29933295263832
MOUNT GREENWOOD,2019,-0.0011651131825277067,22,42.845813371726614,ed_injury,92.69827466404466
MOUNT GREENWOOD,2020,-0.004441180762771422,22,33.016286575908346,ed_injury,87.61566301563505
MOUNT GREENWOOD,2021,0.002671302364698368,22,54.35661053866027,ems_respiratory,82.68152745084319
MOUNT GREENWOOD,2022,-4.452029337077333e-4,22,45.00583507702786,ed_respiratory,78.93392469090249
NEAR NORTH SIDE,2019,-0.013482068129510524,22,5.889970511718408,ems_neuro,81.67709392377854
NEAR NORTH SIDE,2020,-0.0118025899862568,22,10.92908371916802,ems_calls,91.74488145953926
NEAR NORTH SIDE,2021,-0.007511913918537152,22,23.802846041460818,ems_neuro,91.88566972744755
NEAR NORTH SIDE,2022,-0.009903101796008847,22,16.628315986834988,ems_neuro,81.57373528511627
NEAR SOUTH SIDE,2019,-0.008290133141815313,22,21.467873846636774,ed_respiratory,89.27140713115304
NEAR SOUTH SIDE,2020,-0.015232621435985888,22,0.637603088874281,ems_calls,100.00000000000001
NEAR SOUTH SIDE,2021,-0.011894622634102202,22,10.65294857972771,ed_renal,100
NEAR SOUTH SIDE,2022,-0.008036082883583595,22,22.230127298254352,ed_renal,92.10592911806339
NEAR WEST SIDE,2019,0.0013374376125786837,22,50.3544771876802,ed_injury,74.53000069027864
NEAR WEST SIDE,2020,-1.494163750418981e-5,22,46.29679285999326,ed_injury,83.68795995770945
NEAR WEST SIDE,2021,0.0028629252906430423,22,54.931556762793456,death_respiratory,83.00534033764185
NEAR WEST SIDE,2022,-0.0011749779049199493,22,42.81621521762485,death_respiratory,76.85344609095972
NEW CITY,2019,7.215616778664611e-5,22,46.55812147730448,death_respiratory,84.8531852453359
NEW CITY,2020,-7.016356763458629e-4,22,44.23643320928643,ems_injury,99.12379816123861
NEW CITY,2021,0.004869641566345715,22,60.95251662411496,ems_injury,77.6980433246998
NEW CITY,2022,4.4328621562451606e-4,22,47.671661616694486,ed_respiratory,86.1841268894014
NORTH CENTER,2019,-0.0020525685200078483,22,40.18308868544159,ed_respiratory,73.83764619284631
NORTH CENTER,2020,-0.0012960404128984323,22,42.452978765080445,ed_cvd,85.02269230918714
NORTH CENTER,2021,0.0037151344669462366,22,57.48852872046329,ems_cvd,85.26105049825847
NORTH CENTER,2022,4.897248240551825e-4,22,47.810996210609005,ed_cvd,80.1495797254944
NORTH LAWNDALE,2019,0.0010417925819075765,22,49.46742260780612,ems_bleeding,81.91555339683892
NORTH LAWNDALE,2020,0.0012160635060793619,22,49.990305813637654,ems_injury,82.97485821126327
NORTH LAWNDALE,2021,4.7020999096907006e-4,22,47.75244382423802,ems_syncope,73.692868632092555
NORTH LAWNDALE,2022,-0.0056243159644807595,22,29.466402794996647,ems_bleeding,85.47655207702732
NORTH PARK,2019,0.0010027537491667875,22,49.350290331653724,ed_injury,85.41608279197125
NORTH PARK,2020,-9.78312778136618e-4,22,43.40629008212931,ed_injury,89.50111702845706
NORTH PARK,2021,0.004736903355303291,22,60.554248343527966,ed_cvd,74.77161848164528
NORTH PARK,2022,9.459509918316669e-4,22,49.17985910225266,ed_cvd,75.94448574698474
NORWOOD PARK,2019,0.0013890487713128044,22,50.5093315230424,ed_injury,77.43215891164613
NORWOOD PARK,2020,7.280006173298823e-4,22,48.52591989194963,ed_injury,80.4044341145096
NORWOOD PARK,2021,0.004572575584537438,22,60.06119861653794,death_renal,76.46205769860022
NORWOOD PARK,2022,0.004409206483819829,22,59.571025287148615,ed_respiratory,79.54845032906252
O HARE,2019,0,22,46.341623811316275,ems_bleeding,65.79720308313932
O HARE,2020,0,22,46.341623811316275,ems_bleeding,65.79720308313932
O HARE,2021,0,22,46.341623811316275,ems_bleeding,65.79720308313932
O HARE,2022,0,22,46.341623811316275,ems_bleeding,65.79720308313932
OAKLAND,2019,-0.001279634516532072,22,42.50220308478467,death_renal,91.37928556658159
OAKLAND,2020,-0.0030433173140681138,22,37.210441882344945,ed_injury,86.76143222327906
OAKLAND,2021,-0.0013489344447069045,22,42.29427529200937,death_respiratory,88.69704938493443
OAKLAND,2022,-0.00173981597427542,22,41.121472724670895,ed_cvd,100
PORTAGE PARK,2019,-8.933215379019598e-4,22,43.661298152882914,death_respiratory,69.49332260900104
PORTAGE PARK,2020,-0.006097373401482267,22,28.047039293154135,ems_bleeding,79.25797691390352
PORTAGE PARK,2021,5.962114645555836e-4,22,48.13049916973827,death_respiratory,79.21133063073333
PORTAGE PARK,2022,-0.002123657098286803,22,39.969794219453306,ed_respiratory,79.61245705196414
PULLMAN,2019,-0.006142026968338417,22,27.913060545405372,ems_gi,72.29069376936144
PULLMAN,2020,-0.009665967135018489,22,17.3398158101227,ems_injury,84.31533709332781
PULLMAN,2021,-0.011682913308102906,22,11.288162122141843,death_respiratory,79.23592742813472
PULLMAN,2022,-0.007917239073268358,22,22.586706761100434,ed_respiratory,75.34417789940142
RIVERDALE,2019,-0.003420362006397329,22,36.07915541901889,death_mental,83.02436412899543
RIVERDALE,2020,-3.486155691099162e-4,22,45.295636207559205,death_mental,94.5904675349577
RIVERDALE,2021,0.0026146682392156006,22,54.186685272970486,death_mental,100
RIVERDALE,2022,-0.007244382071249898,22,24.605549708962453,death_mental,95.51849157152772
ROGERS PARK,2019,-0.0025919990833977724,22,38.56457897907889,ed_cvd,72.78529823235945
ROGERS PARK,2020,-0.002662177417803049,22,38.3540156125957,ems_injury,81.75928364229077
ROGERS PARK,2021,0.0022684930895326525,22,53.14801991381395,ems_neuro,80.71204874292764
ROGERS PARK,2022,-0.006665703024609591,22,26.34182072773866,ems_bleeding,78.24822895548597
ROSELAND,2019,0.00782354535348937,22,69.8154218349524,death_renal,84.23024667088194
ROSELAND,2020,0.0040032420027492485,22,58.35296776938005,ems_injury,78.95645621495237
ROSELAND,2021,0.004916972636196253,22,61.09452896298618,death_renal,70.95346024613342
ROSELAND,2022,0.002750195017059602,22,54.593320380989056,death_renal,78.57965415026649
SOUTH CHICAGO,2019,-0.004757199849969536,22,32.068101592076964,ems_bleeding,73.56736466891627
SOUTH CHICAGO,2020,0.0010733753003884274,22,49.56218352771646,ems_bleeding,73.4261559521274
SOUTH CHICAGO,2021,0.003989972100739628,22,58.31315270018916,ems_syncope,83.84643078004255
SOUTH CHICAGO,2022,-1.31571659634589e-4,22,45.94685565642606,ems_syncope,72.49052769315648
SOUTH DEERING,2019,-0.014132024055982389,22,3.9398400461921703,ems_bleeding,78.71080795372599
SOUTH DEERING,2020,-0.01245293520479114,22,8.977785220118124,ems_bleeding,84.05301167500127
SOUTH DEERING,2021,-0.003976710947411792,22,34.40988374205307,ems_bleeding,77.6075346117633
SOUTH DEERING,2022,-0.004253824460716895,22,33.57843120397288,deaths,89.62690283221204
SOUTH LAWNDALE,2019,0.001724790380718026,22,51.51669204454735,ems_bleeding,100
SOUTH LAWNDALE,2020,0.003932099578605443,22,58.13951174403487,ems_bleeding,99.0740655123079
SOUTH LAWNDALE,2021,0.00941737068807579,22,74.59754199897105,ems_bleeding,90.11398219083604
SOUTH LAWNDALE,2022,0.006583609201196271,22,66.09511224562392,ems_bleeding,86.94591236772715
SOUTH SHORE,2019,0.01129828296107983,22,80.24103900726577,death_renal,88.76225544351507
SOUTH SHORE,2020,0.0064891519231256465,22,65.81170223556968,ed_cvd,73.98534318832824
SOUTH SHORE,2021,0.011971771842365489,22,82.26177784830962,deaths,80.37348950145743
SOUTH SHORE,2022,4.230699228133044e-4,22,47.61100456764633,ems_bleeding,86.77359720066723
UPTOWN,2019,-0.0021799735949208712,22,39.800821968682456,ems_bleeding,75.67991130667478
UPTOWN,2020,-0.004981403927849098,22,31.395398744144586,ems_injury,87.52775067743524
UPTOWN,2021,9.439482938918862e-4,22,49.17385019902314,deaths,81.89434381077508
UPTOWN,2022,-0.004826736425713641,22,31.859463760950387,ed_respiratory,78.92603847447772
WASHINGTON HEIGHTS,2019,-6.426739863381382e-4,22,44.41334210925928,death_respiratory,70.17472829402834
WASHINGTON HEIGHTS,2020,-0.001974126297886018,22,40.418447055006325,ed_cvd,75.28792324922308
WASHINGTON HEIGHTS,2021,0.003215311426018053,22,55.98885758925744,death_renal,69.29541082780273
WASHINGTON HEIGHTS,2022,-3.5264367880045766e-4,22,45.28355025048724,ems_bleeding,70.11624042171412
WASHINGTON PARK,2019,-0.009415288038662723,22,18.091954413624038,ems_bleeding,81.42257069545082
WASHINGTON PARK,2020,-0.010548177507923787,22,14.692828137366465,ems_bleeding,85.6068359220054
WASHINGTON PARK,2021,-0.0046500734744624305,22,32.38952401478158,death_respiratory,83.61859843116312
WASHINGTON PARK,2022,-0.006376705775510867,22,27.208929276128966,ems_bleeding,89.57687644292956
WEST ELSDON,2019,-0.006557076917334145,22,26.667742951879717,ed_injury,76.2220866863865
WEST ELSDON,2020,-0.0017380407839367301,22,41.12679901314769,ed_injury,80.7900157891556
WEST ELSDON,2021,0.003455887880211214,22,56.710684183188285,death_renal,76.96924861503808
WEST ELSDON,2022,0.0030563026844553937,22,55.511767099615206,death_renal,80.09817738439176
WEST ENGLEWOOD,2019,0.005991033095368864,22,64.31714443265261,death_renal,75.73278928947465
WEST ENGLEWOOD,2020,0.0017540371763206184,22,51.604444251736595,ems_injury,83.6428721830119
WEST ENGLEWOOD,2021,0.009924017032533398,22,76.11768579847075,death_renal,72.12010493846081
WEST ENGLEWOOD,2022,-0.002456216896804877,22,38.97198041657011,ed_respiratory,74.03288722856507
WEST GARFIELD PARK,2019,-0.008617512943050796,22,20.48560212914844,ed_injury,89.61610280078614
WEST GARFIELD PARK,2020,-0.0022605298831347358,22,39.559120546420914,ed_injury,100
WEST GARFIELD PARK,2021,0.003329152737569916,22,56.33042753400408,ems_neuro,91.07832772860759
WEST GARFIELD PARK,2022,-0.005933323137440312,22,28.539256387815385,ems_neuro,93.41553077272691
WEST LAWN,2019,-0.0034217668629583746,22,36.07494028154909,death_respiratory,83.74745654029309
WEST LAWN,2020,-0.0019261211112545278,22,40.56248201667137,ed_cvd,84.37528546559582
WEST LAWN,2021,0.002776188707902919,22,54.67131195912604,death_respiratory,89.01767649504117
WEST LAWN,2022,-9.929988352064994e-4,22,43.36222597540457,death_respiratory,71.81502491112266
WEST PULLMAN,2019,0.005337974559041854,22,62.357704883610516,ed_injury,82.24050075964934
WEST PULLMAN,2020,6.601404033355105e-4,22,48.32231182359042,ems_bleeding,75.23322278774543
